CHUNK_ID,TREE_ID,PLOT_ID,SPCD,STATUSCD,DIA,HT,CR,X,Y,ROW_CHUNK,COL_CHUNK
0_0,104924,3150,64,1,12.446000000000002,4.572,0.55,-2018735.817666725,2476221.802038931,0,0
0_0,104924,3150,64,1,12.446000000000002,4.572,0.55,-2018734.6073965405,2476219.4307594723,0,0
0_0,104928,3150,64,1,44.45,9.144,0.85,-2018736.284502624,2476219.761445621,0,0
0_0,104924,3150,64,1,12.446000000000002,4.572,0.55,-2018746.125325553,2476227.791135159,0,0
0_0,104924,3150,64,1,12.446000000000002,4.572,0.55,-2018739.209374888,2476219.549978255,0,0
0_0,104924,3150,64,1,12.446000000000002,4.572,0.55,-2018651.050782261,2476148.9769231104,0,0
0_0,104924,3150,64,1,12.446000000000002,4.572,0.55,-2018656.785094487,2476148.864862876,0,0
0_0,104924,3150,64,1,12.446000000000002,4.572,0.55,-2018648.0207568237,2476144.6737782676,0,0
0_0,104924,3150,64,1,12.446000000000002,4.572,0.55,-2018648.485626464,2476158.2343210187,0,0
0_0,104924,3150,64,1,12.446000000000002,4.572,0.55,-2018656.0571956746,2476148.659255062,0,0
0_0,104925,3150,122,1,41.147999999999996,7.62,0.6,-2018653.3266472782,2476134.971317791,0,0
0_0,104924,3150,64,1,12.446000000000002,4.572,0.55,-2018650.1897749568,2476157.727754813,0,0
0_0,104924,3150,64,1,12.446000000000002,4.572,0.55,-2018654.9839421946,2476138.7537225187,0,0
0_0,104924,3150,64,1,12.446000000000002,4.572,0.55,-2018644.6891053894,2476132.692749678,0,0
0_0,104924,3150,64,1,12.446000000000002,4.572,0.55,-2018649.6190356312,2476129.8226461955,0,0
0_0,104924,3150,64,1,12.446000000000002,4.572,0.55,-2018646.4822102322,2476152.038438012,0,0
0_0,104921,3150,64,1,20.573999999999998,3.9624,0.99,-2018657.6484696602,2476129.630978959,0,0
0_0,104924,3150,64,1,12.446000000000002,4.572,0.55,-2018743.4885816874,2476232.0421466413,0,0
0_0,104924,3150,64,1,12.446000000000002,4.572,0.55,-2018655.0089826724,2476152.321208862,0,0
0_0,104924,3150,64,1,12.446000000000002,4.572,0.55,-2018653.8873706819,2476140.855691504,0,0
0_0,104924,3150,64,1,12.446000000000002,4.572,0.55,-2018657.0281693987,2476141.949518921,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019230.4758290255,2476492.5768208303,0,0
0_0,140575,4145,122,1,30.988,17.9832,0.8,-2019241.7907719896,2476492.4275066443,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019238.9969712778,2476499.840105398,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019235.128578236,2476491.991818787,0,0
0_0,140560,4145,122,1,29.718,17.3736,0.35,-2019239.3629738141,2476498.4056258574,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019243.3229720742,2476495.162807839,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019230.932466679,2476490.4337621056,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019243.4628695438,2476497.7510330393,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019214.10348018,2476498.1707452186,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019215.9661363408,2476500.0693655964,0,0
0_0,140560,4145,122,1,29.718,17.3736,0.35,-2019293.439459203,2476486.7133591655,0,0
0_0,140564,4145,122,1,15.748000000000001,8.5344,0.55,-2019298.0844270666,2476482.0830333596,0,0
0_0,140572,4145,122,1,17.526,8.2296,0.75,-2019291.1949670468,2476474.580214971,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019299.0362533354,2476485.9944973164,0,0
0_0,140577,4145,122,1,25.907999999999998,15.24,0.65,-2019293.6946331102,2476486.8892208952,0,0
0_0,140577,4145,122,1,25.907999999999998,15.24,0.65,-2019295.2092270553,2476485.680193088,0,0
0_0,140574,4145,122,1,23.876,13.411200000000001,0.55,-2019296.1533663857,2476479.9739899854,0,0
0_0,140559,4145,122,1,33.528,17.6784,0.55,-2019222.1918015268,2476496.161551796,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019217.2604410471,2476502.646554395,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019300.2624312814,2476488.42340526,0,0
0_0,140568,4145,122,1,25.654,15.8496,0.7,-2019300.7322008722,2476486.1534560113,0,0
0_0,140573,4145,122,1,24.384,13.716000000000001,0.2,-2019221.1593034235,2476492.9181597247,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019218.0771012243,2476497.064070511,0,0
0_0,140577,4145,122,1,25.907999999999998,15.24,0.65,-2019222.8536972587,2476495.2817993774,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019299.338769821,2476483.140217446,0,0
0_0,140563,4145,122,1,12.953999999999999,7.9248,0.85,-2019235.0954447533,2476494.0895796423,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019243.0262654135,2476490.433721027,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019227.7081775905,2476498.9310594923,0,0
0_0,140562,4145,122,1,13.716000000000001,5.486400000000001,0.45,-2019231.385412065,2476494.186100195,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019236.0821469647,2476495.444405708,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019243.376542546,2476501.8045703354,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019238.2012447217,2476492.500351788,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019228.7636097597,2476492.065564145,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019250.9213441086,2476489.325087233,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019251.4649283139,2476494.048048849,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019243.5236322086,2476493.8117824923,0,0
0_0,140566,4145,122,1,24.384,13.1064,0.8,-2019236.7104015725,2476494.826858061,0,0
0_0,140573,4145,122,1,24.384,13.716000000000001,0.2,-2019258.100995743,2476492.259833432,0,0
0_0,140578,4145,122,1,23.876,15.24,0.65,-2019248.255956605,2476489.5288172523,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019256.4350359621,2476494.99408576,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019245.6156536937,2476501.626239233,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019253.3600308173,2476498.8858999438,0,0
